,name,lat,lon,lgl_key,toponym,old_coord,new_coord,mlg_key,geocoded_coordinates_list,median_error_distance
1198,Denison,42.0178,-95.3553,"Denison 42.0178,-95.3553",Denison ," 42.0178 , -95.3553 "," 42.017222222222 , -95.351111111111","Denison 42.0178,-95.3553","[(42.01777, -95.35528)]",0.3497422629045129
1199,Battle Creek,41.9995,-97.5984,"Battle Creek 41.9995,-97.5984",Battle Creek ," 41.9995 , -97.5984 "," 41.999166666667 , -97.598888888889","Battle Creek 41.9995,-97.5984","[(42.3173, -85.17816), (42.3173, -85.17816)]",1023.5207480274096
1200,Wayne,42.2306,-97.0178,"Wayne 42.2306,-97.0178",Wayne ," 42.2306 , -97.0178 "," 42.236111111111 , -97.016944444444","Wayne 42.2306,-97.0178",[],
1201,Winside,42.1764,-97.175,"Winside 42.1764,-97.175",Winside ," 42.1764 , -97.175 "," 42.176666666667 , -97.175833333333","Winside 42.1764,-97.175","[(42.17639, -97.17505)]",0.07150623214049853
1202,Bloomfield,42.5989,-97.6456,"Bloomfield 42.5989,-97.6456",Bloomfield ," 42.5989 , -97.6456 "," 42.5975 , -97.646666666667","Bloomfield 42.5989,-97.6456","[(40.80677, -74.18542)]",1951.5891623591156
1203,Knox County,42.6333,-97.8837,"Knox County 42.6333,-97.8837",Knox County ," 42.6333 , -97.8837 "," 42.63 , -97.88","Knox County 42.6333,-97.8837","[(42.63678, -97.8919)]",1.231286460622705
1204,Pierce,42.1992,-97.5267,"Pierce 42.1992,-97.5267",Pierce ," 42.1992 , -97.5267 "," 42.199444444444 , -97.529444444444","Pierce 42.1992,-97.5267",[],
1205,Neligh,42.1286,-98.0298,"Neligh 42.1286,-98.0298",Neligh ," 42.1286 , -98.0298 "," 42.13 , -98.029166666667","Neligh 42.1286,-98.0298",[],
1206,Antelope County,42.1667,-98.067,"Antelope County 42.1667,-98.067",Antelope County ," 42.1667 , -98.067 "," 42.18 , -98.07","Antelope County 42.1667,-98.067","[(42.1769, -98.06669)]",0.4395612822069152
1207,Madison,41.8283,-97.455,"Madison 41.8283,-97.455",Madison ," 41.8283 , -97.455 "," 41.8275 , -97.456944444444","Madison 41.8283,-97.455",[],
1208,Plainview,42.3497,-97.792,"Plainview 42.3497,-97.792",Plainview ," 42.3497 , -97.792 "," 42.352777777778 , -97.787222222222","Plainview 42.3497,-97.792","[(40.77649, -73.46735)]",2023.9824321712551
1209,Thurston,42.1772,-96.7009,"Thurston 42.1772,-96.7009",Thurston ," 42.1772 , -96.7009 "," 42.176666666667 , -96.700277777778","Thurston 42.1772,-96.7009","[(42.17722, -96.70087)]",0.0785319404071534
1210,Wakefield,42.2692,-96.865,"Wakefield 42.2692,-96.865",Wakefield ," 42.2692 , -96.865 "," 42.2675 , -96.8675","Wakefield 42.2692,-96.865","[(42.50648, -71.07283)]",2110.4568456443326
1211,Laurel,42.4294,-97.0898,"Laurel 42.4294,-97.0898",Laurel ," 42.4294 , -97.0898 "," 42.428055555556 , -97.093055555556","Laurel 42.4294,-97.0898",[],
1212,Coleridge,42.5061,-97.2037,"Coleridge 42.5061,-97.2037",Coleridge ," 42.5061 , -97.2037 "," 42.505555555556 , -97.204444444444","Coleridge 42.5061,-97.2037","[(42.50611, -97.20366)]",0.08908374934454844
1213,Oxford,51.7522,-1.25596,"Oxford 51.7522,-1.25596",Oxford ," 51.7522 , -1.25596 "," 51.751944444444 , -1.2577777777778","Oxford 51.7522,-1.25596","[(51.75222, -1.25596), (51.75222, -1.25596), (51.75222, -1.25596), (51.75222, -1.25596), (51.75222, -1.25596), (51.75222, -1.25596), (51.75222, -1.25596), (51.75222, -1.25596), (51.75222, -1.25596), (51.75222, -1.25596), (51.75222, -1.25596), (51.75222, -1.25596), (51.75222, -1.25596), (51.75222, -1.25596), (51.75222, -1.25596)]",0.12882724244993007
1216,Headington,51.75,-1.2,"Headington 51.75,-1.2",Headington ," 51.75 , -1.2 "," 51.765 , -1.212","Headington 51.75,-1.2","[(51.75737, -1.21974), (51.75737, -1.21974)]",1.0017853403226928
1217,Nairobi,-1.28333,36.8167,"Nairobi -1.28333,36.8167",Nairobi ," -1.28333 , 36.8167 "," -1.2863888888889 , 36.817222222222","Nairobi -1.28333,36.8167","[(-1.28333, 36.81667)]",0.3456289021809861
1218,Bicester,51.9,-1.15,"Bicester 51.9,-1.15",Bicester ," 51.9 , -1.15 "," 51.9 , -1.15","Bicester 51.9,-1.15","[(51.89998, -1.15357), (51.89998, -1.15357), (51.89998, -1.15357), (51.89998, -1.15357), (51.89998, -1.15357), (51.89998, -1.15357), (51.89998, -1.15357), (51.89998, -1.15357), (51.89998, -1.15357), (51.89998, -1.15357), (51.89998, -1.15357)]",0.2449526901945373
1219,Kidlington,51.8167,-1.28333,"Kidlington 51.8167,-1.28333",Kidlington ," 51.8167 , -1.28333 "," 51.823 , -1.291","Kidlington 51.8167,-1.28333","[(51.82166, -1.2886)]",0.22228475750735202
1221,Banbury,52.05,-1.33333,"Banbury 52.05,-1.33333",Banbury ," 52.05 , -1.33333 "," 52.061388888889 , -1.3391666666667","Banbury 52.05,-1.33333","[(52.0632, -1.34222)]",0.2900468531636637
1223,Butler County,39.4501,-84.5666,"Butler County 39.4501,-84.5666",Butler County ," 39.4501 , -84.5666 "," 39.44 , -84.58","Butler County 39.4501,-84.5666","[(39.43865, -84.57566), (39.43865, -84.57566), (39.43865, -84.57566), (39.43865, -84.57566), (39.43865, -84.57566), (39.43865, -84.57566), (39.43865, -84.57566), (39.43865, -84.57566), (39.43865, -84.57566), (39.43865, -84.57566), (39.43865, -84.57566), (39.43865, -84.57566)]",0.40179566008300166
1224,Hamilton,39.3995,-84.5613,"Hamilton 39.3995,-84.5613",Hamilton ," 39.3995 , -84.5613 "," 39.395833333333 , -84.565","Hamilton 39.3995,-84.5613","[(39.3995, -84.56134), (39.3995, -84.56134), (39.3995, -84.56134), (39.3995, -84.56134)]",0.5149151553453354
1225,Monroe,39.4403,-84.3622,"Monroe 39.4403,-84.3622",Monroe ," 39.4403 , -84.3622 "," 39.4447 , -84.3642","Monroe 39.4403,-84.3622","[(41.91643, -83.39771), (41.91643, -83.39771), (41.91643, -83.39771), (41.91643, -83.39771), (41.91643, -83.39771), (41.91643, -83.39771)]",286.6673354142963
1226,Trenton,39.4809,-84.4577,"Trenton 39.4809,-84.4577",Trenton ," 39.4809 , -84.4577 "," 39.48167 , -84.45944","Trenton 39.4809,-84.4577","[(40.21705, -74.74294), (40.21705, -74.74294), (40.21705, -74.74294), (40.21705, -74.74294)]",833.0746558912767
1227,Seven Mile,39.4801,-84.5519,"Seven Mile 39.4801,-84.5519",Seven Mile ," 39.4801 , -84.5519 "," 39.4822 , -84.5536","Seven Mile 39.4801,-84.5519","[(39.48006, -84.55189)]",0.27957477135483777
1228,Middletown,39.5151,-84.3983,"Middletown 39.5151,-84.3983",Middletown ," 39.5151 , -84.3983 "," 39.506111111111 , -84.375833333333","Middletown 39.5151,-84.3983","[(39.51506, -84.39828), (39.51506, -84.39828), (39.51506, -84.39828), (39.51506, -84.39828), (39.51506, -84.39828)]",2.1675555107777913
1233,Lima,40.7425,-84.1052,"Lima 40.7425,-84.1052",Lima ," 40.7425 , -84.1052 "," 40.740833333333 , -84.115","Lima 40.7425,-84.1052","[(-12.04318, -77.02824)]",5914.489138396757
1234,Oxford,39.507,-84.7452,"Oxford 39.507,-84.7452",Oxford ," 39.507 , -84.7452 "," 39.5075 , -84.746666666667","Oxford 39.507,-84.7452","[(39.507, -84.74523), (51.75222, -1.25596), (51.75222, -1.25596), (39.507, -84.74523), (39.507, -84.74523), (39.507, -84.74523)]",0.1352136387459615
1235,Elida,40.7887,-84.2038,"Elida 40.7887,-84.2038",Elida ," 40.7887 , -84.2038 "," 40.7864 , -84.1978","Elida 40.7887,-84.2038","[(40.78866, -84.20384)]",0.5672140219651042
1236,Rockford,40.6878,-84.6466,"Rockford 40.6878,-84.6466",Rockford ," 40.6878 , -84.6466 "," 40.6911 , -84.6486","Rockford 40.6878,-84.6466","[(42.27113, -89.094)]",409.8126825349652
1237,Clark County,39.9167,-83.7666,"Clark County 39.9167,-83.7666",Clark County ," 39.9167 , -83.7666 "," 39.92 , -83.78","Clark County 39.9167,-83.7666",[],
1238,Hamilton County,39.1834,-84.5333,"Hamilton County 39.1834,-84.5333",Hamilton County ," 39.1834 , -84.5333 "," 39.2 , -84.54","Hamilton County 39.1834,-84.5333",[],
1239,Madison County,39.8667,-83.4333,"Madison County 39.8667,-83.4333",Madison County ," 39.8667 , -83.4333 "," 39.9 , -83.4","Madison County 39.8667,-83.4333",[],
1240,Montgomery County,39.7503,-84.2999,"Montgomery County 39.7503,-84.2999",Montgomery County ," 39.7503 , -84.2999 "," 39.75 , -84.29","Montgomery County 39.7503,-84.2999",[],
1241,Preble County,39.7503,-84.6333,"Preble County 39.7503,-84.6333",Preble County ," 39.7503 , -84.6333 "," 39.74 , -84.65","Preble County 39.7503,-84.6333",[],
1242,South Bend,41.6834,-86.25,"South Bend 41.6834,-86.25",South Bend ," 41.6834 , -86.25 "," 41.676388888889 , -86.250277777778","South Bend 41.6834,-86.25","[(41.68338, -86.25001), (41.68338, -86.25001)]",0.7776952105736296
1243,Pickerington,39.8842,-82.7535,"Pickerington 39.8842,-82.7535",Pickerington ," 39.8842 , -82.7535 "," 39.8922 , -82.7639","Pickerington 39.8842,-82.7535","[(39.88423, -82.7535)]",1.2540889798117063
1244,Woodstock,43.1334,-80.7497,"Woodstock 43.1334,-80.7497",Woodstock ," 43.1334 , -80.7497 "," 43.130555555556 , -80.746666666667","Woodstock 43.1334,-80.7497","[(42.31474, -88.4487), (42.31474, -88.4487), (42.31474, -88.4487), (34.10149, -84.51938), (34.10149, -84.51938), (34.10149, -84.51938), (34.10149, -84.51938), (42.31474, -88.4487)]",845.6343190155293
1245,Lake Ontario,43.7501,-77.9995,"Lake Ontario 43.7501,-77.9995",Lake Ontario ," 43.7501 , -77.9995 "," 43.7 , -77.9","Lake Ontario 43.7501,-77.9995","[(43.54047, -77.46373)]",39.344333181607134
1246,Brussels,50.8466,4.35277,"Brussels 50.8466,4.35277",Brussels ," 50.8466 , 4.35277 "," 50.85 , 4.35","Brussels 50.8466,4.35277","[(50.85045, 4.34878)]",0.09919324280190102
1249,Kaliningrad,54.71,20.5,"Kaliningrad 54.71,20.5",Kaliningrad ," 54.71 , 20.5 "," 54.716666666667 , 20.5","Kaliningrad 54.71,20.5","[(54.70649, 20.51095)]",1.3323911921020408
1250,London,51.5084,-0.125533,"London 51.5084,-0.125533",London ," 51.5084 , -0.125533 "," 51.507222222222 , -0.1275","London 51.5084,-0.125533","[(51.50853, -0.12574), (51.50853, -0.12574)]",0.18969319567879545
1251,Southwest Middlesex,42.7501,-81.7165,"Southwest Middlesex 42.7501,-81.7165",Southwest Middlesex ," 42.7501 , -81.7165 "," 42.75 , -81.7","Southwest Middlesex 42.7501,-81.7165",[],
1252,Calgary,51.0501,-114.085,"Calgary 51.0501,-114.085",Calgary ," 51.0501 , -114.085 "," 51.05 , -114.06666666667","Calgary 51.0501,-114.085","[(51.05011, -114.08529)]",1.301862216983166
1253,Edmonton,53.5501,-113.469,"Edmonton 53.5501,-113.469",Edmonton ," 53.5501 , -113.469 "," 53.533333333333 , -113.5","Edmonton 53.5501,-113.469","[(53.55014, -113.46871)]",2.7869598177460055
1254,Tokyo,35.685,139.751,"Tokyo 35.685,139.751",Tokyo ," 35.685 , 139.751 "," 35.689722222222 , 139.69222222222","Tokyo 35.685,139.751","[(35.6895, 139.69171)]",0.05244549284092009
1255,Oxford,43.1334,-80.833,"Oxford 43.1334,-80.833",Oxford ," 43.1334 , -80.833 "," 51.751944444444 , -1.2577777777778","Oxford 43.1334,-80.833","[(39.507, -84.74523), (39.507, -84.74523), (39.507, -84.74523), (39.507, -84.74523)]",6268.395507649664
1256,Tillsonburg,42.8501,-80.733,"Tillsonburg 42.8501,-80.733",Tillsonburg ," 42.8501 , -80.733 "," 42.866666666667 , -80.733333333333","Tillsonburg 42.8501,-80.733",[],
1257,East Zorra-Tavistock,43.2501,-80.833,"East Zorra-Tavistock 43.2501,-80.833",East Zorra-Tavistock ," 43.2501 , -80.833 "," 43.2333 , -80.7833","East Zorra-Tavistock 43.2501,-80.833",[],
1261,Neches River,29.9688,-93.8557,"Neches River 29.9688,-93.8557",Neches River ," 29.9688 , -93.8557 "," 29.97058 , -93.856377","Neches River 29.9688,-93.8557",[],
1262,Tyler,32.3513,-95.3011,"Tyler 32.3513,-95.3011",Tyler ," 32.3513 , -95.3011 "," 32.35 , -95.3","Tyler 32.3513,-95.3011",[],
1263,Gulf of Mexico,25,-90,"Gulf of Mexico 25,-90",Gulf of Mexico ," 25 , -90 "," 25.0 , -90.0","Gulf of Mexico 25,-90","[(44.30256, -71.25007)]",2733.42868508878
1264,Beaumont,30.086,-94.1018,"Beaumont 30.086,-94.1018",Beaumont ," 30.086 , -94.1018 "," 30.08 , -94.126666666667","Beaumont 30.086,-94.1018","[(30.08605, -94.10185)]",2.4807451100537885
1265,Anderson County,31.8168,-95.6669,"Anderson County 31.8168,-95.6669",Anderson County ," 31.8168 , -95.6669 "," 31.81 , -95.65","Anderson County 31.8168,-95.6669","[(31.81333, -95.65255), (31.81333, -95.65255), (31.81333, -95.65255), (31.81333, -95.65255), (31.81333, -95.65255), (31.81333, -95.65255), (31.81333, -95.65255), (31.81333, -95.65255), (31.81333, -95.65255), (31.81333, -95.65255), (31.81333, -95.65255), (31.81333, -95.65255), (31.81333, -95.65255), (31.81333, -95.65255), (31.81333, -95.65255), (31.81333, -95.65255)]",0.44177604139835164
1266,Cherokee County,31.8502,-95.2002,"Cherokee County 31.8502,-95.2002",Cherokee County ," 31.8502 , -95.2002 "," 31.84 , -95.17","Cherokee County 31.8502,-95.2002",[],
1267,Tennessee Colony,31.8354,-95.8389,"Tennessee Colony 31.8354,-95.8389",Tennessee Colony ," 31.8354 , -95.8389 "," 31.8356 , -95.8389","Tennessee Colony 31.8354,-95.8389","[(31.83544, -95.83885), (31.83544, -95.83885), (31.83544, -95.83885), (31.83544, -95.83885)]",0.018407541036346228
1268,Yard,31.8616,-95.9711,"Yard 31.8616,-95.9711",Yard ," 31.8616 , -95.9711 "," 31.86527778 , -95.96694444","Yard 31.8616,-95.9711",[],
1269,Palestine,31.7621,-95.6308,"Palestine 31.7621,-95.6308",Palestine ," 31.7621 , -95.6308 "," 31.758055555556 , -95.638611111111","Palestine 31.7621,-95.6308","[(31.76212, -95.63079), (31.76212, -95.63079), (31.76212, -95.63079), (31.76212, -95.63079), (31.76212, -95.63079), (31.76212, -95.63079), (31.76212, -95.63079), (31.76212, -95.63079), (31.76212, -95.63079), (31.76212, -95.63079), (31.76212, -95.63079), (31.76212, -95.63079), (31.76212, -95.63079), (31.76212, -95.63079), (31.76212, -95.63079), (31.76212, -95.63079), (31.76212, -95.63079)]",0.866621909068935
1270,Freestone County,31.7002,-96.2669,"Freestone County 31.7002,-96.2669",Freestone County ," 31.7002 , -96.2669 "," 31.7 , -96.15","Freestone County 31.7002,-96.2669","[(31.70489, -96.14909), (31.70489, -96.14909), (31.70489, -96.14909), (31.70489, -96.14909)]",0.5505168881580993
1271,Fairfield,31.7246,-96.1652,"Fairfield 31.7246,-96.1652",Fairfield ," 31.7246 , -96.1652 "," 31.7219 , -96.1581","Fairfield 31.7246,-96.1652","[(39.34589, -84.5605)]",1347.073921803659
1272,Grapeland,31.4918,-95.4786,"Grapeland 31.4918,-95.4786",Grapeland ," 31.4918 , -95.4786 "," 31.491666666667 , -95.480277777778","Grapeland 31.4918,-95.4786","[(31.49185, -95.47856)]",0.16414662301345134
1273,Elkhart,31.6252,-95.5794,"Elkhart 31.6252,-95.5794",Elkhart ," 31.6252 , -95.5794 "," 31.62517 , -95.5794","Elkhart 31.6252,-95.5794","[(31.62517, -95.5794), (31.62517, -95.5794)]",0.0
1274,Crockett,31.3182,-95.4566,"Crockett 31.3182,-95.4566",Crockett ," 31.3182 , -95.4566 "," 31.3169 , -95.4583","Crockett 31.3182,-95.4566","[(31.31824, -95.45661)]",0.2190306239847473
1275,Ridge Farm,39.8956,-87.652,"Ridge Farm 39.8956,-87.652",Ridge Farm ," 39.8956 , -87.652 "," 39.8969 , -87.6525","Ridge Farm 39.8956,-87.652",[],
1278,Champaign,40.1164,-88.2434,"Champaign 40.1164,-88.2434",Champaign ," 40.1164 , -88.2434 "," 40.112777777778 , -88.261111111111","Champaign 40.1164,-88.2434",[],
1279,Crestwood,41.6611,-87.7525,"Crestwood 41.6611,-87.7525",Crestwood ," 41.6611 , -87.7525 "," 41.645277777778 , -87.743611111111","Crestwood 41.6611,-87.7525",[],
1280,Paris,39.6111,-87.6961,"Paris 39.6111,-87.6961",Paris ," 39.6111 , -87.6961 "," 39.6111 , -87.6961","Paris 39.6111,-87.6961",[],
1281,Hume,39.7967,-87.8686,"Hume 39.7967,-87.8686",Hume ," 39.7967 , -87.8686 "," 39.7967 , -87.8686","Hume 39.7967,-87.8686",[],
1282,Shiloh,38.5614,-89.8973,"Shiloh 38.5614,-89.8973",Shiloh ," 38.5614 , -89.8973 "," 38.55 , -89.9167","Shiloh 38.5614,-89.8973",[],
1283,Charleston,39.4961,-88.1762,"Charleston 39.4961,-88.1762",Charleston ," 39.4961 , -88.1762 "," 39.4886 , -88.1789","Charleston 39.4961,-88.1762",[],
1284,Edgar County,39.6667,-87.7506,"Edgar County 39.6667,-87.7506",Edgar County ," 39.6667 , -87.7506 "," 39.68 , -87.75","Edgar County 39.6667,-87.7506",[],
1285,Coles County,39.55,-88.2334,"Coles County 39.55,-88.2334",Coles County ," 39.55 , -88.2334 "," 39.51 , -88.22","Coles County 39.55,-88.2334",[],
1286,Urbana,40.1106,-88.2073,"Urbana 40.1106,-88.2073",Urbana ," 40.1106 , -88.2073 "," 40.109722222222 , -88.204166666667","Urbana 40.1106,-88.2073",[],
1287,Paris,36.302,-88.3267,"Paris 36.302,-88.3267",Paris ," 36.302 , -88.3267 "," 36.301111111111 , -88.313888888889","Paris 36.302,-88.3267",[],
1288,Henry County,36.3334,-88.3167,"Henry County 36.3334,-88.3167",Henry County ," 36.3334 , -88.3167 "," 36.33 , -88.3","Henry County 36.3334,-88.3167",[],
1289,Cookeville,36.1628,-85.5016,"Cookeville 36.1628,-85.5016",Cookeville ," 36.1628 , -85.5016 "," 36.164202 , -85.504295","Cookeville 36.1628,-85.5016",[],
1290,Post Falls,47.718,-116.952,"Post Falls 47.718,-116.952",Post Falls ," 47.718 , -116.952 "," 47.712 , -116.948","Post Falls 47.718,-116.952",[],
1291,Idaho,44.5002,-114.251,"Idaho 44.5002,-114.251",Idaho ," 44.5002 , -114.251 "," 45.0 , -114.0","Idaho 44.5002,-114.251",[],
1292,East Ridge,35.0142,-85.2519,"East Ridge 35.0142,-85.2519",East Ridge ," 35.0142 , -85.2519 "," 34.996666666667 , -85.2375","East Ridge 35.0142,-85.2519",[],
1293,Jackson,35.6145,-88.8139,"Jackson 35.6145,-88.8139",Jackson ," 35.6145 , -88.8139 "," 35.633055555556 , -88.820833333333","Jackson 35.6145,-88.8139",[],
1294,Benton County,36.0834,-88.0834,"Benton County 36.0834,-88.0834",Benton County ," 36.0834 , -88.0834 "," 36.07 , -88.07","Benton County 36.0834,-88.0834",[],
1295,Carroll County,35.9667,-88.4667,"Carroll County 35.9667,-88.4667",Carroll County ," 35.9667 , -88.4667 "," 35.98 , -88.45","Carroll County 35.9667,-88.4667",[],
1296,Stewart County,36.4834,-87.8334,"Stewart County 36.4834,-87.8334",Stewart County ," 36.4834 , -87.8334 "," 36.5 , -87.84","Stewart County 36.4834,-87.8334",[],
1297,Weakley County,36.3001,-88.8334,"Weakley County 36.3001,-88.8334",Weakley County ," 36.3001 , -88.8334 "," 36.29 , -88.72","Weakley County 36.3001,-88.8334",[],
1298,Perry County,35.6501,-87.8667,"Perry County 35.6501,-87.8667",Perry County ," 35.6501 , -87.8667 "," 35.64 , -87.87","Perry County 35.6501,-87.8667",[],
1299,Chicacao,14.5333,-91.3167,"Chicacao 14.5333,-91.3167",Chicacao ," 14.5333 , -91.3167 "," 14.5428456 , -91.3288471","Chicacao 14.5333,-91.3167",[],
1303,Whitlock,36.3709,-88.357,"Whitlock 36.3709,-88.357",Whitlock ," 36.3709 , -88.357 "," 36.3708 , -88.3569","Whitlock 36.3709,-88.357",[],
1304,Delaware Bay,39.0501,-75.1496,"Delaware Bay 39.0501,-75.1496",Delaware Bay ," 39.0501 , -75.1496 "," 39.066666666667 , -75.166666666667","Delaware Bay 39.0501,-75.1496",[],
1305,Pottstown,40.2454,-75.6496,"Pottstown 40.2454,-75.6496",Pottstown ," 40.2454 , -75.6496 "," 40.2497 , -75.6403","Pottstown 40.2454,-75.6496",[],
1307,Lock Haven,41.137,-77.4469,"Lock Haven 41.137,-77.4469",Lock Haven ," 41.137 , -77.4469 "," 41.137777777778 , -77.450833333333","Lock Haven 41.137,-77.4469",[],
1308,Bradford Woods,40.6376,-80.0817,"Bradford Woods 40.6376,-80.0817",Bradford Woods ," 40.6376 , -80.0817 "," 40.63757 , -80.08172","Bradford Woods 40.6376,-80.0817",[],
1309,Allegheny County,40.6253,-80.1251,"Allegheny County 40.6253,-80.1251",Allegheny County ," 40.6253 , -80.1251 "," 40.47 , -79.98","Allegheny County 40.6253,-80.1251",[],
1310,Crafton,40.4351,-80.0662,"Crafton 40.4351,-80.0662",Crafton ," 40.4351 , -80.0662 "," 40.43507 , -80.06617","Crafton 40.4351,-80.0662",[],
1313,Scottdale,40.1003,-79.587,"Scottdale 40.1003,-79.587",Scottdale ," 40.1003 , -79.587 "," 40.10035 , -79.58698","Scottdale 40.1003,-79.587",[],
1316,Bethel Park,40.3276,-80.0395,"Bethel Park 40.3276,-80.0395",Bethel Park ," 40.3276 , -80.0395 "," 40.32757 , -80.0395","Bethel Park 40.3276,-80.0395",[],
1318,Medina,41.1384,-81.8637,"Medina 41.1384,-81.8637",Medina ," 41.1384 , -81.8637 "," 41.13583 , -81.86389","Medina 41.1384,-81.8637",[],
1319,Fowlerville,42.6606,-84.073,"Fowlerville 42.6606,-84.073",Fowlerville ," 42.6606 , -84.073 "," 42.660555555556 , -84.073055555556","Fowlerville 42.6606,-84.073",[],
1320,Hudson,41.2401,-81.4407,"Hudson 41.2401,-81.4407",Hudson ," 41.2401 , -81.4407 "," 41.2398397 , -81.440784","Hudson 41.2401,-81.4407",[],
1321,Canton,40.7989,-81.3784,"Canton 40.7989,-81.3784",Canton ," 40.7989 , -81.3784 "," 40.79895 , -81.37845","Canton 40.7989,-81.3784",[],
1322,Westmoreland County,40.6253,-79.625,"Westmoreland County 40.6253,-79.625",Westmoreland County ," 40.6253 , -79.625 "," 40.31 , -79.47","Westmoreland County 40.6253,-79.625",[],
1323,Hempfield,40.0548,-76.4389,"Hempfield 40.0548,-76.4389",Hempfield ," 40.0548 , -76.4389 "," 40.054722222222 , -76.438888888889","Hempfield 40.0548,-76.4389",[],
1324,Jeannette,40.3281,-79.6153,"Jeannette 40.3281,-79.6153",Jeannette ," 40.3281 , -79.6153 "," 40.3289 , -79.6139","Jeannette 40.3281,-79.6153",[],
1325,Lansing,42.7325,-84.5555,"Lansing 42.7325,-84.5555",Lansing ," 42.7325 , -84.5555 "," 42.7335 , -84.5467","Lansing 42.7325,-84.5555",[],
1326,Ann Arbor,42.2776,-83.7409,"Ann Arbor 42.2776,-83.7409",Ann Arbor ," 42.2776 , -83.7409 "," 42.28138889 , -83.74833333","Ann Arbor 42.2776,-83.7409",[],
1327,Oscoda,44.4203,-83.3308,"Oscoda 44.4203,-83.3308",Oscoda ," 44.4203 , -83.3308 "," 44.420277777778 , -83.330833333333","Oscoda 44.4203,-83.3308",[],
1328,Charlotte,40.8198,-88.2889,"Charlotte 40.8198,-88.2889",Charlotte ," 40.8198 , -88.2889 "," 40.8197 , -88.2889","Charlotte 40.8198,-88.2889",[],
1329,Grand Ledge,42.7534,-84.7464,"Grand Ledge 42.7534,-84.7464",Grand Ledge ," 42.7534 , -84.7464 "," 42.753333333333 , -84.746388888889","Grand Ledge 42.7534,-84.7464",[],
1330,Haslett,42.747,-84.4011,"Haslett 42.747,-84.4011",Haslett ," 42.747 , -84.4011 "," 42.746944444444 , -84.401111111111","Haslett 42.747,-84.4011",[],
1331,East Lansing,42.737,-84.4839,"East Lansing 42.737,-84.4839",East Lansing ," 42.737 , -84.4839 "," 42.7348 , -84.4808","East Lansing 42.737,-84.4839",[],
1332,Richmond,37.5538,-77.4603,"Richmond 37.5538,-77.4603",Richmond ," 37.5538 , -77.4603 "," 37.533333333333 , -77.466666666667","Richmond 37.5538,-77.4603",[],
1333,Charles City County,37.3668,-77.0664,"Charles City County 37.3668,-77.0664",Charles City County ," 37.3668 , -77.0664 "," 37.35 , -77.06","Charles City County 37.3668,-77.0664",[],
1334,Charles City,37.3435,-77.073,"Charles City 37.3435,-77.073",Charles City ," 37.3435 , -77.073 "," 37.3436 , -77.0731","Charles City 37.3435,-77.073",[],
1335,James River,36.9415,-76.4436,"James River 36.9415,-76.4436",James River ," 36.9415 , -76.4436 "," 36.941667 , -76.443611","James River 36.9415,-76.4436",[],
1336,Fairfax,38.8462,-77.3064,"Fairfax 38.8462,-77.3064",Fairfax ," 38.8462 , -77.3064 "," 38.852612 , -77.304377","Fairfax 38.8462,-77.3064",[],
1338,Henrico County,37.5501,-77.3664,"Henrico County 37.5501,-77.3664",Henrico County ," 37.5501 , -77.3664 "," 37.55 , -77.4","Henrico County 37.5501,-77.3664",[],
1339,Glen Allen,37.666,-77.5064,"Glen Allen 37.666,-77.5064",Glen Allen ," 37.666 , -77.5064 "," 37.66 , -77.4856","Glen Allen 37.666,-77.5064",[],
1340,Maryland,39.0004,-76.75,"Maryland 39.0004,-76.75",Maryland ," 39.0004 , -76.75 "," 39.0 , -76.7","Maryland 39.0004,-76.75",[],
1341,Manassas,38.7509,-77.4753,"Manassas 38.7509,-77.4753",Manassas ," 38.7509 , -77.4753 "," 38.751415 , -77.476396","Manassas 38.7509,-77.4753",[],
1342,Woodbridge,38.6582,-77.2497,"Woodbridge 38.6582,-77.2497",Woodbridge ," 38.6582 , -77.2497 "," 38.6436 , -77.2608","Woodbridge 38.6582,-77.2497",[],
1343,Prince William County,38.7001,-77.483,"Prince William County 38.7001,-77.483",Prince William County ," 38.7001 , -77.483 "," 38.7 , -77.48","Prince William County 38.7001,-77.483",[],
1344,York County,37.2335,-76.5497,"York County 37.2335,-76.5497",York County ," 37.2335 , -76.5497 "," 37.22 , -76.44","York County 37.2335,-76.5497",[],
1345,New Kent County,37.4835,-76.9997,"New Kent County 37.4835,-76.9997",New Kent County ," 37.4835 , -76.9997 "," 37.51 , -77.0","New Kent County 37.4835,-76.9997",[],
1346,Lanexa,37.4238,-76.9011,"Lanexa 37.4238,-76.9011",Lanexa ," 37.4238 , -76.9011 "," 37.4239 , -76.9011","Lanexa 37.4238,-76.9011",[],
1347,Roanoke,37.271,-79.9414,"Roanoke 37.271,-79.9414",Roanoke ," 37.271 , -79.9414 "," 37.266666666667 , -79.933333333333","Roanoke 37.271,-79.9414",[],
1348,Bath County,38.0668,-79.7331,"Bath County 38.0668,-79.7331",Bath County ," 38.0668 , -79.7331 "," 38.06 , -79.74","Bath County 38.0668,-79.7331",[],
1349,Winchester,40.172,-84.9814,"Winchester 40.172,-84.9814",Winchester ," 40.172 , -84.9814 "," 40.1731 , -84.9775","Winchester 40.172,-84.9814",[],
1350,Brownstown,38.8789,-86.0419,"Brownstown 38.8789,-86.0419",Brownstown ," 38.8789 , -86.0419 "," 38.87894 , -86.04192","Brownstown 38.8789,-86.0419",[],
