,name,wikipedia_name,lat,lon,page,geovirus_key,toponym,old_coord,new_coord,mlg_key,geocoded_coordinates_list,median_error_distance
461,Louisville,"Louisville, Kentucky",38.22,-85.74,"https://en.wikipedia.org/wiki/Louisville,_Kentucky","Louisville, Kentucky 38.22,-85.74","Louisville, Kentucky "," 38.22 , -85.74 "," 38.254166666667 , -85.760277777778","Louisville, Kentucky 38.22,-85.74","[(38.25424, -85.75941)]",0.07621040764113098
462,Kentucky,Kentucky,37.5,-85,https://en.wikipedia.org/wiki/Kentucky,"Kentucky 37.5,-85",Kentucky ," 37.5 , -85 "," 37.5 , -85.0","Kentucky 37.5,-85","[(38.20042, -84.87762), (38.20042, -84.87762), (38.20042, -84.87762), (38.20042, -84.87762), (38.20042, -84.87762)]",78.62096832313505
463,Nashville,"Nashville, Tennessee",36.16,-86.78,"https://en.wikipedia.org/wiki/Nashville,_Tennessee","Nashville, Tennessee 36.16,-86.78","Nashville, Tennessee "," 36.16 , -86.78 "," 36.165 , -86.783888888889","Nashville, Tennessee 36.16,-86.78","[(36.16589, -86.78444)]",0.11064076839366054
464,Tennessee,Tennessee,36,-86,https://en.wikipedia.org/wiki/Tennessee,"Tennessee 36,-86",Tennessee ," 36 , -86 "," 36.0 , -86.0","Tennessee 36,-86","[(35.75035, -86.25027), (35.75035, -86.25027), (35.75035, -86.25027), (35.75035, -86.25027)]",35.764357519625406
465,Marion,"Marion, Ohio",40.58,-83.12,"https://en.wikipedia.org/wiki/Marion,_Ohio","Marion, Ohio 40.58,-83.12","Marion, Ohio "," 40.58 , -83.12 "," 40.58639 , -83.12639","Marion, Ohio 40.58,-83.12","[(43.1434, -77.18915)]",567.7470482350245
466,Brooklyn,Brooklyn,40.69,-73.99,https://en.wikipedia.org/wiki/Brooklyn,"Brooklyn 40.69,-73.99",Brooklyn ," 40.69 , -73.99 "," 40.692777777778 , -73.990277777778","Brooklyn 40.69,-73.99","[(40.6501, -73.94958), (40.6501, -73.94958)]",5.8567220035653405
467,Westminster,Westminster,51.49,-0.13,https://en.wikipedia.org/wiki/Westminster,"Westminster 51.49,-0.13",Westminster ," 51.49 , -0.13 "," 51.4995 , -0.1333","Westminster 51.49,-0.13",[],
468,Minnesota,Minnesota,46,-94,https://en.wikipedia.org/wiki/Minnesota,"Minnesota 46,-94",Minnesota ," 46 , -94 "," 46.0 , -94.0","Minnesota 46,-94","[(39.44934, -120.83106), (46.25024, -94.25055), (46.25024, -94.25055), (46.25024, -94.25055)]",33.86891192175656
469,New Mexico,New Mexico,34,-106,https://en.wikipedia.org/wiki/New_Mexico,"New Mexico 34,-106",New Mexico ," 34 , -106 "," 34.0 , -106.0","New Mexico 34,-106","[(34.50034, -106.00085), (34.50034, -106.00085), (34.50034, -106.00085), (34.50034, -106.00085)]",55.63540304347281
470,Solon,"Solon, Ohio",41.38,-81.45,"https://en.wikipedia.org/wiki/Solon,_Ohio","Solon, Ohio 41.38,-81.45","Solon, Ohio "," 41.38 , -81.45 "," 41.39 , -81.4422","Solon, Ohio 41.38,-81.45","[(41.80723, -91.49406)]",836.652765461699
471,Lynchburg,"Lynchburg, Virginia",37.40,-79.17,"https://en.wikipedia.org/wiki/Lynchburg,_Virginia","Lynchburg, Virginia 37.40,-79.17","Lynchburg, Virginia "," 37.40 , -79.17 "," 37.403672 , -79.170205","Lynchburg, Virginia 37.40,-79.17","[(37.41375, -79.14225)]",2.7115200877645496
472,Arizona,Arizona,34,-112,https://en.wikipedia.org/wiki/Arizona,"Arizona 34,-112",Arizona ," 34 , -112 "," 34.286667 , -111.656944","Arizona 34,-112","[(34.5003, -111.50098), (34.5003, -111.50098), (34.5003, -111.50098)]",27.732461885758973
473,Louisiana,Louisiana,31,-92,https://en.wikipedia.org/wiki/Louisiana,"Louisiana 31,-92",Louisiana ," 31 , -92 "," 31.0 , -92.0","Louisiana 31,-92","[(31.00047, -92.0004)]",0.06469004152418546
474,Missouri,Missouri,38.5,-92.5,https://en.wikipedia.org/wiki/Missouri,"Missouri 38.5,-92.5",Missouri ," 38.5 , -92.5 "," 38.5 , -92.5","Missouri 38.5,-92.5","[(38.25031, -92.50046), (38.25031, -92.50046)]",27.764329412438205
475,Mississippi,Mississippi,33,-90,https://en.wikipedia.org/wiki/Mississippi,"Mississippi 33,-90",Mississippi ," 33 , -90 "," 33.0 , -90.0","Mississippi 33,-90","[(32.75041, -89.75036)]",36.245653840282685
476,Nebraska,Nebraska,41.5,-100,https://en.wikipedia.org/wiki/Nebraska,"Nebraska 41.5,-100",Nebraska ," 41.5 , -100 "," 41.5 , -100.0","Nebraska 41.5,-100","[(41.50028, -99.75067)]",20.76422205027143
477,Nevada,Nevada,39,-117,https://en.wikipedia.org/wiki/Nevada,"Nevada 39,-117",Nevada ," 39 , -117 "," 39.0 , -117.0","Nevada 39,-117","[(39.25021, -116.75119), (39.25021, -116.75119)]",35.138580082848065
478,Oregon,Oregon,44,-120.5,https://en.wikipedia.org/wiki/Oregon,"Oregon 44,-120.5",Oregon ," 44 , -120.5 "," 43.935833 , -120.575","Oregon 44,-120.5","[(44.00013, -120.50139), (44.00013, -120.50139), (44.00013, -120.50139)]",9.263888790856562
479,South Carolina,South Carolina,34,-81,https://en.wikipedia.org/wiki/South_Carolina,"South Carolina 34,-81",South Carolina ," 34 , -81 "," 34.0 , -81.0","South Carolina 34,-81","[(34.00043, -81.00009), (34.00043, -81.00009)]",0.04852835873422795
480,Wyoming,Wyoming,43,-107.5,https://en.wikipedia.org/wiki/Wyoming,"Wyoming 43,-107.5",Wyoming ," 43 , -107.5 "," 43.0 , -107.5","Wyoming 43,-107.5","[(43.00024, -107.5009)]",0.07790401522387695
481,Honduras,Honduras,15,-86.5,https://en.wikipedia.org/wiki/Honduras,"Honduras 15,-86.5",Honduras ," 15 , -86.5 "," 14.633333 , -86.816667","Honduras 15,-86.5","[(15.0, -86.5), (15.0, -86.5), (15.0, -86.5), (15.0, -86.5)]",53.11407120189272
482,Oklahoma,Oklahoma,35.5,-98,https://en.wikipedia.org/wiki/Oklahoma,"Oklahoma 35.5,-98",Oklahoma ," 35.5 , -98 "," 35.5 , -98.0","Oklahoma 35.5,-98","[(35.49209, -97.50328), (35.49209, -97.50328)]",44.97666480365303
483,Wisconsin,Wisconsin,44.5,-89.5,https://en.wikipedia.org/wiki/Wisconsin,"Wisconsin 44.5,-89.5",Wisconsin ," 44.5 , -89.5 "," 44.5 , -89.5","Wisconsin 44.5,-89.5","[(44.50024, -90.00041), (44.50024, -90.00041), (44.50024, -90.00041), (44.50024, -90.00041), (44.50024, -90.00041), (44.50024, -90.00041), (44.50024, -90.00041), (44.50024, -90.00041), (44.50024, -90.00041)]",39.68735410192117
484,Manitoba,Manitoba,55,-97,https://en.wikipedia.org/wiki/Manitoba,"Manitoba 55,-97",Manitoba ," 55 , -97 "," 55.0 , -97.0","Manitoba 55,-97","[(55.00019, -97.00049), (55.00019, -97.00049)]",0.03772285761938153
485,Ontario,Ontario,50,-85,https://en.wikipedia.org/wiki/Ontario,"Ontario 50,-85",Ontario ," 50 , -85 "," 50.0 , -85.0","Ontario 50,-85","[(49.25014, -84.49983), (49.25014, -84.49983), (49.25014, -84.49983), (43.75012, -77.99951), (43.75012, -77.99951), (49.25014, -84.49983), (49.25014, -84.49983), (49.25014, -84.49983), (49.25014, -84.49983), (49.25014, -84.49983), (49.25014, -84.49983)]",90.83080819524777
486,New Brunswick,New Brunswick,46,-66,https://en.wikipedia.org/wiki/New_Brunswick,"New Brunswick 46,-66",New Brunswick ," 46 , -66 "," 46.0 , -66.0","New Brunswick 46,-66","[(46.5001, -65.99878), (46.5001, -65.99878)]",55.60874049411263
487,Blakely,"Blakely, Georgia",31.37,-84.93,"https://en.wikipedia.org/wiki/Blakely,_Georgia","Blakely, Georgia 31.37,-84.93","Blakely, Georgia "," 31.37 , -84.93 "," 31.3767 , -84.9339","Blakely, Georgia 31.37,-84.93","[(31.37768, -84.93409)]",0.11045391113311526
488,Roanoke,"Roanoke, Virginia",37.26,-79.93,"https://en.wikipedia.org/wiki/Roanoke,_Virginia","Roanoke, Virginia 37.26,-79.93","Roanoke, Virginia "," 37.26 , -79.93 "," 37.266666666667 , -79.933333333333","Roanoke, Virginia 37.26,-79.93","[(37.27097, -79.94143)]",0.8615679964980344
489,Weiswampach,Weiswampach,50.13,6.06,https://en.wikipedia.org/wiki/Weiswampach,"Weiswampach 50.13,6.06",Weiswampach ," 50.13 , 6.06 "," 50.133333333333 , 6.0666666666667","Weiswampach 50.13,6.06","[(50.13722, 6.075)]",0.7345405171741995
490,Luxembourg,Luxembourg,49.75,6.16,https://en.wikipedia.org/wiki/Luxembourg,"Luxembourg 49.75,6.16",Luxembourg ," 49.75 , 6.16 "," 49.77 , 6.13","Luxembourg 49.75,6.16","[(49.75, 6.16667), (49.75, 6.16667), (49.75, 6.16667), (49.75, 6.16667), (49.75, 6.16667), (49.75, 6.16667)]",3.4473060254315295
491,Belgium,Belgium,50.83,4,https://en.wikipedia.org/wiki/Belgium,"Belgium 50.83,4",Belgium ," 50.83 , 4 "," 50.641111111111 , 4.6680555555556","Belgium 50.83,4","[(50.75, 4.5), (50.75, 4.5), (50.75, 4.5), (50.75, 4.5), (50.75, 4.5), (50.75, 4.5), (50.75, 4.5)]",16.932738120100463
492,Vilvoorde,Vilvoorde,50.93,4.41,https://en.wikipedia.org/wiki/Vilvoorde,"Vilvoorde 50.93,4.41",Vilvoorde ," 50.93 , 4.41 "," 50.928138888889 , 4.4244888888889","Vilvoorde 50.93,4.41","[(50.9289, 4.4323)]",0.5539456046088724
493,Delmas,"Delmas, Mpumalanga",-26.15,28.68,"https://en.wikipedia.org/wiki/Delmas,_Mpumalanga","Delmas, Mpumalanga -26.15,28.68","Delmas, Mpumalanga "," -26.15 , 28.68 "," -26.15 , 28.683333333333","Delmas, Mpumalanga -26.15,28.68","[(-26.1466, 28.68322), (-26.1466, 28.68322)]",0.3782324903953276
495,Rangitoto,Rangitoto Island,-36.78,174.86,https://en.wikipedia.org/wiki/Rangitoto_Island,"Rangitoto Island -36.78,174.86",Rangitoto Island ," -36.78 , 174.86 "," -36.786742 , 174.860115","Rangitoto Island -36.78,174.86",[],
496,Motutapu,Motutapu Island,-36.75,174.91,https://en.wikipedia.org/wiki/Motutapu_Island,"Motutapu Island -36.75,174.91",Motutapu Island ," -36.75 , 174.91 "," -36.75 , 174.91666666667","Motutapu Island -36.75,174.91","[(-44.23333, -176.21667)]",1118.7414419872703
497,Connecticut,Connecticut,41.6,-72.7,https://en.wikipedia.org/wiki/Connecticut,"Connecticut 41.6,-72.7",Connecticut ," 41.6 , -72.7 "," 41.6 , -72.7","Connecticut 41.6,-72.7","[(41.66704, -72.66648)]",7.958043892455795
498,San Juan Bautista,"San Juan Bautista, California",36.84,-121.53,"https://en.wikipedia.org/wiki/San_Juan_Bautista,_California","San Juan Bautista, California 36.84,-121.53","San Juan Bautista, California "," 36.84 , -121.53 "," 36.844166666667 , -121.53722222222","San Juan Bautista, California 36.84,-121.53","[(18.0883, -96.12535)]",3242.0247984200255
500,Long Island,Long Island,40.8,-73.3,https://en.wikipedia.org/wiki/Long_Island,"Long Island 40.8,-73.3",Long Island ," 40.8 , -73.3 "," 40.805805 , -73.253616","Long Island 40.8,-73.3","[(40.81677, -73.06622)]",15.818268632525157
501,Irvine,"Irvine, California",33.66,-117.82,"https://en.wikipedia.org/wiki/Irvine,_California","Irvine, California 33.66,-117.82","Irvine, California "," 33.66 , -117.82 "," 33.684166666667 , -117.7925","Irvine, California 33.66,-117.82","[(41.83923, -79.26838), (33.66946, -117.82311)]",1738.78623523788
502,Irwindale,"Irwindale, California",34.11,-117.96,"https://en.wikipedia.org/wiki/Irwindale,_California","Irwindale, California 34.11,-117.96","Irwindale, California "," 34.11 , -117.96 "," 34.1125 , -117.96444444444","Irwindale, California 34.11,-117.96","[(34.10695, -117.93534)]",2.7496688662710085
503,Oxnard,"Oxnard, California",34.19,-119.18,"https://en.wikipedia.org/wiki/Oxnard,_California","Oxnard, California 34.19,-119.18","Oxnard, California "," 34.19 , -119.18 "," 34.191388888889 , -119.1825","Oxnard, California 34.19,-119.18","[(34.1975, -119.17705)]",0.844399947617424
504,Dominican Republic,Dominican Republic,19,-70.66,https://en.wikipedia.org/wiki/Dominican_Republic,"Dominican Republic 19,-70.66",Dominican Republic ," 19 , -70.66 "," 18.8 , -70.2","Dominican Republic 19,-70.66","[(19.0, -70.66667), (19.0, -70.66667), (19.0, -70.66667), (19.0, -70.66667)]",53.895833166912254
505,Jamaica,Jamaica,18,-77,https://en.wikipedia.org/wiki/Jamaica,"Jamaica 18,-77",Jamaica ," 18 , -77 "," 18.18 , -77.4","Jamaica 18,-77","[(18.16667, -77.25), (18.16667, -77.25)]",15.916422812053854
506,Surrey,Surrey,51.25,-0.41,https://en.wikipedia.org/wiki/Surrey,"Surrey 51.25,-0.41",Surrey ," 51.25 , -0.41 "," 51.25 , -0.41666666666667","Surrey 51.25,-0.41","[(51.25, -0.33333), (51.25, -0.33333), (51.25, -0.33333), (51.25, -0.33333)]",5.800199428942902
507,Pirbright,Pirbright,51.28,-0.63,https://en.wikipedia.org/wiki/Pirbright,"Pirbright 51.28,-0.63",Pirbright ," 51.28 , -0.63 "," 51.2862 , -0.6391","Pirbright 51.28,-0.63","[(51.29137, -0.64721)]",0.805329155819662
508,Republic of Congo,Republic of the Congo,-1.44,15.55,https://en.wikipedia.org/wiki/Republic_of_the_Congo,"Republic of the Congo -1.44,15.55",Republic of the Congo ," -1.44 , 15.55 "," -0.75 , 15.383330555556","Republic of the Congo -1.44,15.55","[(None, None)]",
509,Congo,Republic of the Congo,-1.44,15.55,https://en.wikipedia.org/wiki/Republic_of_the_Congo,"Republic of the Congo -1.44,15.55",Republic of the Congo ," -1.44 , 15.55 "," -0.75 , 15.383330555556","Republic of the Congo -1.44,15.55","[(-17.46667, -62.78333)]",8727.809296148922
510,Democratic Republic of the Congo,Republic of the Congo,-1.44,15.55,https://en.wikipedia.org/wiki/Republic_of_the_Congo,"Republic of the Congo -1.44,15.55",Republic of the Congo ," -1.44 , 15.55 "," -0.75 , 15.383330555556","Republic of the Congo -1.44,15.55",[],
511,DRC,Republic of the Congo,-1.44,15.55,https://en.wikipedia.org/wiki/Republic_of_the_Congo,"Republic of the Congo -1.44,15.55",Republic of the Congo ," -1.44 , 15.55 "," -0.75 , 15.383330555556","Republic of the Congo -1.44,15.55","[(-17.98333, 20.78333)]",2005.0380001916092
512,Cuvette-Ouest,Cuvette-Ouest Department,-0.86,14.81,https://en.wikipedia.org/wiki/Cuvette-Ouest_Department,"Cuvette-Ouest Department -0.86,14.81",Cuvette-Ouest Department ," -0.86 , 14.81 "," -0.86666666666667 , 14.8167","Cuvette-Ouest Department -0.86,14.81",[],
513,Gabon,Gabon,-1,12,https://en.wikipedia.org/wiki/Gabon,"Gabon -1,12",Gabon ," -1 , 12 "," -0.68333055555556 , 11.5","Gabon -1,12","[(-1.0, 11.75)]",44.86082822590513
514,Etoumbi,Etoumbi,0.01,14.9,https://en.wikipedia.org/wiki/Etoumbi,"Etoumbi 0.01,14.9",Etoumbi ," 0.01 , 14.9 "," -0.020277777777778 , 14.8925","Etoumbi 0.01,14.9",[],
515,Mbomo,Mbomo District,-0.99,15.79,https://en.wikipedia.org/wiki/Mbomo_District,"Mbomo District -0.99,15.79",Mbomo District ," -0.99 , 15.79 "," 0.43166666666667 , 14.695","Mbomo District -0.99,15.79","[(-0.19278, 15.4975)]",113.0658117147751
516,Uganda,Uganda,1,32,https://en.wikipedia.org/wiki/Uganda,"Uganda 1,32",Uganda ," 1 , 32 "," 1.28 , 32.39","Uganda 1,32","[(1.25, 32.5), (1.25, 32.5), (1.25, 32.5), (1.25, 32.5), (1.25, 32.5)]",12.675314083460266
517,Zaire,Zaire,-2.88,23.65,https://en.wikipedia.org/wiki/Zaire,"Zaire -2.88,23.65",Zaire ," -2.88 , 23.65 "," -4.4 , 15.4","Zaire -2.88,23.65","[(-2.5, 23.5), (-2.5, 23.5)]",923.494760623758
518,Kasai Occidental,Kasai-Occidental,-5.9,22.45,https://en.wikipedia.org/wiki/Kasai-Occidental,"Kasai-Occidental -5.9,22.45",Kasai-Occidental ," -5.9 , 22.45 "," -5.9 , 22.45","Kasai-Occidental -5.9,22.45","[(None, None), (None, None)]",
519,Western Kasai,Kasai-Occidental,-5.9,22.45,https://en.wikipedia.org/wiki/Kasai-Occidental,"Kasai-Occidental -5.9,22.45",Kasai-Occidental ," -5.9 , 22.45 "," -5.9 , 22.45","Kasai-Occidental -5.9,22.45","[(-5.33333, 21.58333)]",114.75367405590178
520,West Kasai,Kasai-Occidental,-5.9,22.45,https://en.wikipedia.org/wiki/Kasai-Occidental,"Kasai-Occidental -5.9,22.45",Kasai-Occidental ," -5.9 , 22.45 "," -5.9 , 22.45","Kasai-Occidental -5.9,22.45","[(-5.33333, 21.58333)]",114.75367405590178
524,Manila,Manila,14.58,121,https://en.wikipedia.org/wiki/Manila,"Manila 14.58,121",Manila ," 14.58 , 121 "," 14.595833333333 , 120.97722222222","Manila 14.58,121","[(14.58333, 121.0), (14.58333, 121.0)]",2.8179580463471767
525,Plum Island,Plum Island (New York),41.18,-72.19,https://en.wikipedia.org/wiki/Plum_Island_(New_York),"Plum Island (New York) 41.18,-72.19",Plum Island (New York) ," 41.18 , -72.19 "," 41.18305556 , -72.19027778","Plum Island (New York) 41.18,-72.19",[],
526,Luzon,Luzon,16,121,https://en.wikipedia.org/wiki/Luzon,"Luzon 16,121",Luzon ," 16 , 121 "," 16.0 , 121.0","Luzon 16,121","[(16.0, 121.0)]",0.0
527,Democratic Republic of Congo,Republic of the Congo,-2.88,23.65,https://en.wikipedia.org/wiki/Republic_of_the_Congo,"Republic of the Congo -2.88,23.65",Republic of the Congo ," -2.88 , 23.65 "," -0.75 , 15.383330555556","Republic of the Congo -2.88,23.65",[],
528,DRC,Republic of the Congo,-2.88,23.65,https://en.wikipedia.org/wiki/Republic_of_the_Congo,"Republic of the Congo -2.88,23.65",Republic of the Congo ," -2.88 , 23.65 "," -0.75 , 15.383330555556","Republic of the Congo -2.88,23.65",[],
529,Reston,"Reston, Virginia",38.95,-77.34,"https://en.wikipedia.org/wiki/Reston,_Virginia","Reston, Virginia 38.95,-77.34","Reston, Virginia "," 38.95 , -77.34 "," 38.954444444444 , -77.346388888889","Reston, Virginia 38.95,-77.34","[(38.96872, -77.3411)]",1.651925972234729
530,Laguna,Laguna (province),14.17,121.33,https://en.wikipedia.org/wiki/Laguna_(province),"Laguna (province) 14.17,121.33",Laguna (province) ," 14.17 , 121.33 "," 14.16666667 , 121.33333333","Laguna (province) 14.17,121.33","[(14.16667, 121.33333)]",0.0005157532278108978
531,South Cotabato,South Cotabato,6.17,125,https://en.wikipedia.org/wiki/South_Cotabato,"South Cotabato 6.17,125",South Cotabato ," 6.17 , 125 "," 6.1666666666667 , 125.0","South Cotabato 6.17,125",[],
532,Singapore,Singapore,1.3,103.8,https://en.wikipedia.org/wiki/Singapore,"Singapore 1.3,103.8",Singapore ," 1.3 , 103.8 "," 1.3 , 103.8","Singapore 1.3,103.8","[(1.36667, 103.8), (1.36667, 103.8), (1.36667, 103.8), (1.36667, 103.8)]",7.413376231891868
533,Santa Maria,"Santa Maria, Davao Occidental",6.55,125.46,"https://en.wikipedia.org/wiki/Santa_Maria,_Davao_Occidental","Santa Maria, Davao Occidental 6.55,125.46","Santa Maria, Davao Occidental "," 6.55 , 125.46 "," 6.55 , 125.46666666667","Santa Maria, Davao Occidental 6.55,125.46","[(8.46667, 123.4)]",311.968842808392
534,Davao del Sur,Davao del Sur,6.33,125.5,https://en.wikipedia.org/wiki/Davao_del_Sur,"Davao del Sur 6.33,125.5",Davao del Sur ," 6.33 , 125.5 "," 6.3333333333333 , 125.5","Davao del Sur 6.33,125.5","[(6.79281, 125.30182)]",55.584287967093886
535,Mindanao,Mindanao,8,125,https://en.wikipedia.org/wiki/Mindanao,"Mindanao 8,125",Mindanao ," 8 , 125 "," 7.5 , 125.0","Mindanao 8,125","[(14.19258, 121.1679)]",853.6535121573446
537,Gujarat,Gujarat,23.21,72.68,https://en.wikipedia.org/wiki/Gujarat,"Gujarat 23.21,72.68",Gujarat ," 23.21 , 72.68 "," 23.216666666667 , 72.683333333333","Gujarat 23.21,72.68","[(23.0, 71.75)]",98.44825382970903
538,Valsad,Valsad,20.61,72.92,https://en.wikipedia.org/wiki/Valsad,"Valsad 20.61,72.92",Valsad ," 20.61 , 72.92 "," 20.633333333333 , 72.933333333333","Valsad 20.61,72.92","[(20.5, 73.08333)]",21.532884571944326
539,Mahim Bay,Mahim Bay,19.03,72.82,https://en.wikipedia.org/wiki/Mahim_Bay,"Mahim Bay 19.03,72.82",Mahim Bay ," 19.03 , 72.82 "," 19.03 , 72.825","Mahim Bay 19.03,72.82","[(19.03186, 72.82682)]",0.2817386278087556
540,Guildford,Guildford,51.23,-0.57,https://en.wikipedia.org/wiki/Guildford,"Guildford 51.23,-0.57",Guildford ," 51.23 , -0.57 "," 51.2354 , -0.5746","Guildford 51.23,-0.57","[(51.23536, -0.57427)]",0.02340174271601551
541,Melbourne,Melbourne,-37.81,144.96,https://en.wikipedia.org/wiki/Melbourne,"Melbourne -37.81,144.96",Melbourne ," -37.81 , 144.96 "," -37.820555555556 , 144.96138888889","Melbourne -37.81,144.96","[(-37.814, 144.96332), (-37.814, 144.96332), (-37.814, 144.96332), (-37.814, 144.96332), (-37.814, 144.96332)]",0.7484223842217728
542,Rosehill,"Rosehill, New South Wales",-33.82,151.03,"https://en.wikipedia.org/wiki/Rosehill,_New_South_Wales","Rosehill, New South Wales -33.82,151.03","Rosehill, New South Wales "," -33.82 , 151.03 "," -33.8272 , 151.017","Rosehill, New South Wales -33.82,151.03","[(-34.26132, 146.90811)]",381.6179175076335
543,Ipswich,Ipswich,52.05,1.15,https://en.wikipedia.org/wiki/Ipswich,"Ipswich 52.05,1.15",Ipswich ," 52.05 , 1.15 "," 52.059444444444 , 1.1555555555556","Ipswich 52.05,1.15","[(52.05917, 1.15545)]",0.031358553142276216
544,Cacuaco,Cacuaco,-8.77,13.37,https://en.wikipedia.org/wiki/Cacuaco,"Cacuaco -8.77,13.37",Cacuaco ," -8.77 , 13.37 "," -8.7833333333333 , 13.366666666667","Cacuaco -8.77,13.37","[(-10.81667, 14.23333)]",245.22787004472215
545,Munich,Munich,48.13,11.56,https://en.wikipedia.org/wiki/Munich,"Munich 48.13,11.56",Munich ," 48.13 , 11.56 "," 48.137194444444 , 11.5755","Munich 48.13,11.56","[(48.15389, 11.54806)]",2.7552251790416387
546,Mabvuku,Mabvuku,-17.82,31.19,https://en.wikipedia.org/wiki/Mabvuku,"Mabvuku -17.82,31.19",Mabvuku ," -17.82 , 31.19 "," -17.8289 , 31.1986","Mabvuku -17.82,31.19",[],
547,Limburg,Limburg (Netherlands),51.21,5.93,https://en.wikipedia.org/wiki/Limburg_(Netherlands),"Limburg (Netherlands) 51.21,5.93",Limburg (Netherlands) ," 51.21 , 5.93 "," 51.21 , 5.9361111111111","Limburg (Netherlands) 51.21,5.93","[(51.25, 6.0)]",6.2906894667942
548,Wanborough,"Wanborough, Surrey",51.23,-0.66,"https://en.wikipedia.org/wiki/Wanborough,_Surrey","Wanborough, Surrey 51.23,-0.66","Wanborough, Surrey "," 51.23 , -0.66 "," 51.2317 , -0.6625","Wanborough, Surrey 51.23,-0.66","[(51.54263, -1.69837)]",79.76251177918282
549,Dorset,Dorset,50.79,-2.41,https://en.wikipedia.org/wiki/Dorset,"Dorset 50.79,-2.41",Dorset ," 50.79 , -2.41 "," 50.833333333333 , -2.3333333333333","Dorset 50.79,-2.41","[(50.75, -2.33333)]",9.266256979941552
550,Saskatchewan,Saskatchewan,55,-106,https://en.wikipedia.org/wiki/Saskatchewan,"Saskatchewan 55,-106",Saskatchewan ," 55 , -106 "," 55.0 , -106.0","Saskatchewan 55,-106","[(54.0001, -106.00099)]",111.18398258967684
551,Calgary,Calgary,51.05,-114.06,https://en.wikipedia.org/wiki/Calgary,"Calgary 51.05,-114.06",Calgary ," 51.05 , -114.06 "," 51.05 , -114.06666666667","Calgary 51.05,-114.06","[(51.05011, -114.08529), (51.05011, -114.08529)]",1.301862216983166
552,Aceh,Aceh,5.55,95.31,https://en.wikipedia.org/wiki/Aceh,"Aceh 5.55,95.31",Aceh ," 5.55 , 95.31 "," 4.3 , 96.9","Aceh 5.55,95.31",[],
553,Sri Lanka,Sri Lanka,7,81,https://en.wikipedia.org/wiki/Sri_Lanka,"Sri Lanka 7,81",Sri Lanka ," 7 , 81 "," 7.0 , 81.0","Sri Lanka 7,81","[(7.75, 80.75)]",87.83491476934026
554,Malaysia,Malaysia,2.5,112.5,https://en.wikipedia.org/wiki/Malaysia,"Malaysia 2.5,112.5",Malaysia ," 2.5 , 112.5 "," 3.0 , 108.0","Malaysia 2.5,112.5","[(2.5, 112.5), (2.5, 112.5), (2.5, 112.5), (2.5, 112.5)]",502.88255949667274
555,Maldives,Maldives,3.2,73.22,https://en.wikipedia.org/wiki/Maldives,"Maldives 3.2,73.22",Maldives ," 3.2 , 73.22 "," 3.2 , 73.22","Maldives 3.2,73.22","[(3.2, 73.0)]",24.424774913954852
556,Somalia,Somalia,10,49,https://en.wikipedia.org/wiki/Somalia,"Somalia 10,49",Somalia ," 10 , 49 "," 6.0 , 47.0","Somalia 10,49","[(6.0, 48.0)]",110.58593008453917
557,Uige,U%C3%ADge,-7.61,15.05,https://en.wikipedia.org/wiki/U%C3%ADge,"U%C3%ADge -7.61,15.05",U%C3%ADge ," -7.61 , 15.05 "," -7.60874 , 15.06131","U%C3%ADge -7.61,15.05","[(-7.10719, 15.44056), (-7.10719, 15.44056)]",69.70991606104076
558,Garut,Garut,-7.21,107.9,https://en.wikipedia.org/wiki/Garut,"Garut -7.21,107.9",Garut ," -7.21 , 107.9 "," -7.21666667 , 107.9","Garut -7.21,107.9",[],
559,Zambia,Zambia,-15,30,https://en.wikipedia.org/wiki/Zambia,"Zambia -15,30",Zambia ," -15 , 30 "," -14.0 , 28.0","Zambia -15,30","[(-14.33333, 28.5), (-14.33333, 28.5), (-14.33333, 28.5)]",65.41949795816248
560,Malawi,Malawi,-13.5,34,https://en.wikipedia.org/wiki/Malawi,"Malawi -13.5,34",Malawi ," -13.5 , 34 "," -13.0 , 34.0","Malawi -13.5,34","[(-13.5, 34.0)]",55.597541862095696
561,Americas,Americas,26.01,-104.41,https://en.wikipedia.org/wiki/Americas,"Americas 26.01,-104.41",Americas ," 26.01 , -104.41 "," 19.0 , -96.0","Americas 26.01,-104.41","[(26.0173, -104.41406), (26.0173, -104.41406), (26.0173, -104.41406)]",1163.7454344668913
563,Nicaragua,Nicaragua,13.09,-86.00,https://en.wikipedia.org/wiki/Nicaragua,"Nicaragua 13.09,-86.00",Nicaragua ," 13.09 , -86.00 "," 13.0 , -85.0","Nicaragua 13.09,-86.00","[(13.0, -85.0), (13.0, -85.0)]",0.0
564,Suriname,Suriname,4,-56,https://en.wikipedia.org/wiki/Suriname,"Suriname 4,-56",Suriname ," 4 , -56 "," 4.0 , -56.0","Suriname 4,-56","[(4.0, -56.0)]",0.0
565,French Guiana,French Guiana,4,-53,https://en.wikipedia.org/wiki/French_Guiana,"French Guiana 4,-53",French Guiana ," 4 , -53 "," 3.99886 , -52.99994","French Guiana 4,-53",[],
566,Cape Verde,Cape Verde,15.11,-23.61,https://en.wikipedia.org/wiki/Cape_Verde,"Cape Verde 15.11,-23.61",Cape Verde ," 15.11 , -23.61 "," 15.916666666667 , -24.083333333333","Cape Verde 15.11,-23.61","[(16.0, -24.0)]",12.85443527531699
